DTE1,DTE2,Count,Average,pDelta
106,83,7,0.0017986,-0.850199
163,129,102,0.00179776,-0.687065
45,22,118,0.00179692,-0.605176
31,12,127,0.00179682,-0.600279
60,28,1,0.00179604,-0.91322
534,513,73,0.00179537,-0.606727
48,28,50,0.00179513,-0.41211
86,42,163,0.00179485,-0.789693
58,42,3,0.00179349,-0.914063
76,44,1,0.00179282,-0.85602
49,46,220,0.00179258,-0.47823
24,19,162,0.00179008,-0.528953
71,63,5,0.00178859,-1
17,2,128,0.00178857,-0.727359
163,139,122,0.00178689,-0.582507
77,72,47,0.00178588,-0.46845
381,378,96,0.00178554,-0.706622
100,95,1,0.00178218,-0.97902
45,24,116,0.00177961,-0.590875
92,85,1,0.0017795,-0.90752
31,8,101,0.00177741,-0.628738
66,57,2,0.00177682,-0.854835
24,4,340,0.00177476,-0.622936
336,329,1,0.00177391,-1
254,226,73,0.0017739,-0.620796
24,20,73,0.00177254,-0.484599
62,31,1,0.0017721,-0.89046
717,703,74,0.0017703,-0.603188
63,51,3,0.00176811,-0.893993
45,14,119,0.00176681,-0.600112
100,86,94,0.00176615,-0.486616
24,10,348,0.00176558,-0.622671
43,39,516,0.00176514,-0.486761
381,364,97,0.00176436,-0.709646
442,431,1,0.00176413,-1
85,46,1,0.00176404,-0.67022
135,97,127,0.00176126,-0.684972
31,1,97,0.00176097,-0.616893
381,359,97,0.00175935,-0.709646
163,141,102,0.00175924,-0.687065
99,97,3,0.0017586,-0.89553
85,60,1,0.00175823,-0.67022
76,72,5,0.00175728,-0.864546
38,31,446,0.00175593,-0.434109
745,725,59,0.00175511,-0.613332
100,76,95,0.00175469,-0.481526
32,25,287,0.00175343,-0.52986
553,549,2,0.00175334,-0.92735
360,343,80,0.00175118,-0.446996
254,248,73,0.0017511,-0.620796
177,150,97,0.0017504,-0.586842
358,343,12,0.0017494,-0.972567
346,308,46,0.00174908,-0.885197
136,129,1,0.00174865,-0.78228
360,331,81,0.00174737,-0.442582
100,78,95,0.00174567,-0.481526
268,241,91,0.00174567,-0.556215
63,34,1,0.00174555,-0.86285
381,353,97,0.00174549,-0.709646
343,338,2,0.00174457,-0.91252
49,45,463,0.00174406,-0.570424
101,80,1,0.00174392,-0.83701
59,41,3,0.00174384,-0.933947
31,16,102,0.00174235,-0.623228
45,16,118,0.00174149,-0.597032
29,18,32,0.00174139,-0.713587
333,330,122,0.00174077,-0.391
254,218,73,0.00174046,-0.620796
381,345,97,0.00173871,-0.709646
177,141,97,0.00173804,-0.586842
93,67,8,0.0017374,-0.871701
346,339,46,0.00173723,-0.885197
58,38,2,0.00173675,-0.915595
58,37,2,0.00173488,-0.915595
745,716,63,0.00172902,-0.578368
86,41,155,0.00172887,-0.792489
534,500,73,0.00172797,-0.606727
163,155,154,0.0017275,-0.534793
165,150,32,0.00172662,-0.759588
58,45,3,0.00172492,-0.914063
51,28,2,0.00172456,-0.91342
97,83,1,0.00172433,-0.88884
518,511,1,0.00172422,-1
6,0,437,0.00172262,-0.53156
238,237,4,0.00172151,-0.0788175
72,57,126,0.00172137,-0.659589
436,419,61,0.0017211,-0.550883
534,512,73,0.00171932,-0.606727
745,722,64,0.00171729,-0.570819
63,56,2,0.00171616,-0.909565
99,83,3,0.00171535,-0.89553
717,696,74,0.00171428,-0.603188
21,16,298,0.00171331,-0.551325
268,232,91,0.00171087,-0.556215
436,414,61,0.00171045,-0.550883
100,90,93,0.00171005,-0.491809
19,15,76,0.00170829,-0.463539
87,64,15,0.00170795,-0.576246
745,710,66,0.00170765,-0.555351
163,162,100,0.00170628,-0.700611
319,315,121,0.00170545,-0.490787
360,357,78,0.0017045,-0.445333
99,92,4,0.00170384,-0.72311
534,517,73,0.00170229,-0.606727
717,683,74,0.00170141,-0.603188
87,73,15,0.00170073,-0.576246
409,398,1,0.00170041,-1
436,429,60,0.00170039,-0.559503
56,38,1,0.0016985,-0.98357
106,80,7,0.00169846,-0.850199
360,338,80,0.00169772,-0.446996
62,44,2,0.00169576,-0.870415
31,9,100,0.00169284,-0.625691
56,37,1,0.00169134,-0.98357
226,224,1,0.00169014,-0.68505
534,506,73,0.00168675,-0.606727
77,57,35,0.00168508,-0.440355
58,28,2,0.00168331,-0.915595
360,329,81,0.00168297,-0.442582
52,37,4,0.0016818,-0.89768
256,241,49,0.00167919,-0.793511
35,30,406,0.00167878,-0.534789
106,101,7,0.00167821,-0.850199
135,91,127,0.00167431,-0.684972
26,22,69,0.00167196,-0.453464
62,28,1,0.00167112,-0.89046
60,25,1,0.00167097,-0.91322
436,408,61,0.00166968,-0.550883
163,157,102,0.00166897,-0.687065
58,44,3,0.00166821,-0.914063
436,402,61,0.00166699,-0.550883
62,41,2,0.00166673,-0.870415
333,331,122,0.00166668,-0.391
84,77,3,0.00166658,-0.430793
62,49,2,0.00166627,-0.870415
17,3,351,0.00166575,-0.629077
360,353,80,0.00166552,-0.446996
45,10,119,0.00166313,-0.600112
66,51,2,0.00166167,-0.854835
72,45,126,0.00166138,-0.659589
28,23,319,0.00166134,-0.560701
717,689,74,0.00165995,-0.603188
29,26,32,0.00165786,-0.432432
56,28,1,0.00165737,-0.98357
534,498,73,0.0016555,-0.606727
76,49,1,0.00165464,-0.85602
533,522,1,0.00165438,-1
715,704,1,0.00165438,-1
254,253,73,0.00165404,-0.620796
85,53,1,0.00165249,-0.67022
163,134,124,0.00165248,-0.575636
14,9,1717,0.00164771,-0.479937
717,695,74,0.00164688,-0.603188
745,724,59,0.00164668,-0.613332
76,45,1,0.00164642,-0.85602
346,302,46,0.00164543,-0.885197
13,8,2258,0.00164364,-0.505732
34,27,342,0.00164346,-0.556953
38,33,321,0.00164309,-0.431043
51,34,2,0.00164135,-0.91342
62,34,1,0.00163961,-0.89046
72,36,137,0.00163938,-0.642899
561,550,1,0.001638,-1
381,374,97,0.00163523,-0.709646
534,527,72,0.00163503,-0.614614
45,23,118,0.00163477,-0.597032
62,48,2,0.00163477,-0.870415
28,21,565,0.00163393,-0.551196
31,2,97,0.00163386,-0.616893
60,36,1,0.00163342,-0.91322
48,29,50,0.00163236,-0.41211
101,79,1,0.00162959,-0.83701
100,72,95,0.00162914,-0.481526
31,7,198,0.00162914,-0.565668
7,1,778,0.00162883,-0.545943
717,681,74,0.00162844,-0.603188
13,9,1383,0.00162776,-0.49865
84,79,3,0.00162719,-0.430793
101,78,1,0.0016235,-0.83701
346,331,46,0.00162318,-0.885197
5,1,296,0.00162314,-0.609936
135,119,128,0.0016229,-0.685623
381,338,97,0.00162272,-0.709646
99,80,3,0.00162249,-0.89553
346,343,46,0.00162135,-0.885197
31,10,228,0.00162108,-0.613495
12,7,2307,0.00161772,-0.473764
254,227,73,0.00161752,-0.620796
254,211,73,0.00161671,-0.620796
717,700,74,0.00161515,-0.603188
179,168,14,0.00161253,-0.970714
97,80,1,0.00161152,-0.88884
343,340,1,0.00161063,-0.91648
367,344,52,0.00161024,-0.759513
177,134,97,0.00160928,-0.586842
534,531,66,0.00160838,-0.637215
65,42,30,0.00160636,-0.775354
106,78,7,0.0016052,-0.850199
63,27,1,0.00160494,-0.86285
63,44,3,0.00160331,-0.893993
101,92,5,0.00160266,-0.943442
100,85,94,0.00160245,-0.486616
77,73,48,0.00160219,-0.42598
87,59,10,0.00160139,-0.516593
41,37,9,0.00160107,-0.519644
745,731,55,0.00160061,-0.650628
106,79,7,0.00160025,-0.850199
26,20,379,0.00160009,-0.543291
31,3,195,0.00159962,-0.562726
33,27,334,0.00159952,-0.455663
254,239,73,0.00159723,-0.620796
106,84,7,0.00159715,-0.850199
85,43,1,0.00159584,-0.67022
93,70,11,0.00159545,-0.861334
59,0,3,0.00159359,-0.933947
60,53,55,0.00159142,-0.646309
34,28,320,0.00159073,-0.52796
86,70,164,0.00159046,-0.790105
436,400,61,0.00159001,-0.550883
177,135,97,0.00158869,-0.586842
8,3,450,0.0015882,-0.662839
24,7,350,0.00158773,-0.624822
45,11,117,0.0015876,-0.59406
254,212,73,0.00158596,-0.620796
101,84,1,0.00158479,-0.83701
381,339,97,0.00158381,-0.709646
60,29,1,0.00158373,-0.91322
45,30,116,0.00158346,-0.590393
360,332,81,0.00158281,-0.442582
135,90,127,0.00158263,-0.684972
177,140,97,0.00158057,-0.586842
87,70,15,0.0015804,-0.576246
564,549,17,0.00157996,-0.951874
165,155,32,0.00157767,-0.759588
17,1,128,0.00157656,-0.727359
268,225,91,0.00157622,-0.556215
81,74,37,0.00157599,-0.608709
58,25,2,0.00157012,-0.915595
24,0,311,0.0015701,-0.593174
48,30,50,0.00156934,-0.41211
36,28,457,0.00156876,-0.449525
165,149,32,0.00156864,-0.759588
43,36,563,0.00156818,-0.491691
141,131,2,0.00156775,-0.897065
21,14,532,0.00156735,-0.52528
42,38,328,0.00156435,-0.506642
28,8,398,0.0015641,-0.565495
84,65,1,0.00156113,-0.91626
360,325,81,0.00156111,-0.442582
45,9,114,0.00156016,-0.594332
84,66,1,0.00155961,-0.91626
42,37,331,0.00155901,-0.490507
39,32,170,0.00155732,-0.488437
65,57,52,0.00155707,-0.492406
358,273,13,0.00155698,-0.974678
31,0,195,0.00155672,-0.562726
346,301,46,0.00155658,-0.885197
77,48,3,0.00155564,-0.804313
254,217,73,0.00155432,-0.620796
268,226,91,0.00155385,-0.556215
28,9,318,0.00155369,-0.57993
31,14,245,0.0015533,-0.599735
32,26,97,0.00155263,-0.550936
45,17,119,0.00155234,-0.600112
268,231,91,0.00155046,-0.556215
256,240,49,0.0015489,-0.793511
536,521,11,0.00154878,-0.947563
410,403,13,0.00154727,-0.955349
88,84,25,0.00154687,-0.451636
35,26,554,0.00154521,-0.527927
84,80,5,0.00154502,-0.34669
381,354,97,0.00154278,-0.709646
17,13,127,0.00154214,-0.451917
34,26,338,0.0015419,-0.541009
72,35,132,0.0015396,-0.645444
534,491,73,0.00153951,-0.606727
745,711,66,0.00153821,-0.555351
91,86,28,0.00153806,-0.32133
72,34,126,0.0015365,-0.652482
177,136,97,0.00153646,-0.586842
56,25,1,0.00153646,-0.98357
99,91,4,0.0015364,-0.72311
31,5,99,0.00153567,-0.511835
87,53,10,0.00153373,-0.516593
24,8,131,0.00153337,-0.671946
52,38,4,0.00153289,-0.89768
163,126,102,0.00153164,-0.687065
534,507,73,0.00153109,-0.606727
83,73,2,0.00153089,-0.825445
66,58,1,0.00153045,-0.81761
62,50,2,0.00152874,-0.870415
254,213,73,0.0015278,-0.620796
381,344,97,0.00152728,-0.709646
83,64,2,0.00152674,-0.825445
84,56,1,0.00152623,-0.91626
76,42,1,0.00152597,-0.85602
65,39,27,0.00152573,-0.762721
256,246,49,0.00152373,-0.793511
381,340,97,0.00152131,-0.709646
34,24,150,0.00152125,-0.559582
36,26,467,0.00152076,-0.435499
163,148,102,0.0015194,-0.687065
72,29,138,0.0015182,-0.641935
24,6,214,0.00151769,-0.59226
24,3,339,0.00151752,-0.619234
65,63,31,0.00151728,-0.782601
162,155,53,0.00151619,-0.808256
101,69,1,0.00151596,-0.83701
717,674,74,0.00151521,-0.603188
99,79,3,0.00151343,-0.89553
14,8,2207,0.00151337,-0.462397
534,492,73,0.00151319,-0.606727
99,78,3,0.00151319,-0.89553
745,723,62,0.00151227,-0.587007
65,43,30,0.00151173,-0.775354
29,17,41,0.00151015,-0.662381
436,409,61,0.0015089,-0.550883
63,36,3,0.00150852,-0.893993
93,66,11,0.00150809,-0.861334
80,64,8,0.00150735,-0.884875
84,81,3,0.00150721,-0.430793
17,0,350,0.00150672,-0.634115
165,151,32,0.00150579,-0.759588
177,161,97,0.00150553,-0.586842
717,690,74,0.00150392,-0.603188
13,7,3084,0.00150386,-0.450065
76,48,1,0.00150278,-0.85602
43,35,471,0.00150198,-0.49568
268,227,91,0.00150082,-0.556215
177,139,97,0.00150016,-0.586842
252,244,1,0.0015,-1
745,717,65,0.00149965,-0.562874
97,78,1,0.00149808,-0.88884
358,270,12,0.00149786,-0.972567
97,79,1,0.0014974,-0.88884
80,70,8,0.00149737,-0.884875
106,69,7,0.00149711,-0.850199
77,74,16,0.00149648,-0.46547
87,46,10,0.00149604,-0.516593
58,43,3,0.00149528,-0.914063
21,2,314,0.00149415,-0.549212
21,1,400,0.00149396,-0.532584
434,429,2,0.00149381,-0.920935
717,710,71,0.00149334,-0.626671
7,0,1097,0.00149312,-0.54498
360,333,81,0.00149214,-0.442582
48,46,27,0.00149071,-0.743251
100,79,95,0.00148626,-0.481526
717,675,74,0.00148623,-0.603188
72,30,138,0.00148619,-0.641935
190,183,53,0.00148439,-0.790496
48,18,38,0.00148438,-0.537522
86,53,5,0.00148422,-0.670578
15,4,44,0.001484,-0.61988
19,1,202,0.0014829,-0.57141
49,29,477,0.00148167,-0.485088
60,22,1,0.00148166,-0.91322
8,2,620,0.00148073,-0.496244
100,73,95,0.00147796,-0.481526
254,216,73,0.00147791,-0.620796
268,252,91,0.00147764,-0.556215
436,393,61,0.00147727,-0.550883
38,32,442,0.00147591,-0.414497
26,21,265,0.00147493,-0.492411
36,25,92,0.00147423,-0.495539
745,709,66,0.00147362,-0.555351
80,66,8,0.00146942,-0.884875
534,497,73,0.00146814,-0.606727
80,65,8,0.00146802,-0.884875
163,135,121,0.00146741,-0.586246
50,43,281,0.00146657,-0.47544
45,18,117,0.00146655,-0.59406
63,38,3,0.00146655,-0.893993
63,55,1,0.0014665,-0.86285
26,8,212,0.00146635,-0.569736
360,345,80,0.00146634,-0.446996
268,230,91,0.00146619,-0.556215
50,45,296,0.00146582,-0.46359
50,44,317,0.00146576,-0.464561
60,23,1,0.00146564,-0.91322
86,67,5,0.00146558,-0.670578
60,52,55,0.00146388,-0.646309
13,6,3280,0.00146317,-0.443511
360,326,81,0.00146302,-0.442582
51,27,2,0.0014629,-0.91342
163,125,102,0.00146182,-0.687065
132,128,49,0.00146125,-0.582851
381,343,97,0.00145926,-0.709646
45,8,114,0.00145852,-0.594332
745,728,59,0.00145776,-0.612572
381,366,97,0.00145745,-0.709646
35,27,557,0.00145733,-0.527194
24,5,214,0.00145623,-0.596423
534,493,73,0.00145581,-0.606727
97,69,1,0.00145554,-0.88884
80,71,7,0.0014555,-0.889009
256,242,49,0.00145511,-0.793511
52,43,5,0.00145459,-0.909692
88,78,19,0.0014541,-0.510386
85,72,1,0.00145326,-0.67022
45,2,112,0.00145222,-0.587913
358,274,13,0.00145138,-0.974678
200,185,48,0.00145076,-0.628092
58,39,3,0.00145074,-0.914063
367,345,52,0.00145051,-0.759513
99,69,3,0.00144996,-0.89553
436,394,61,0.00144937,-0.550883
100,88,1,0.00144884,-0.97902
240,233,3,0.00144884,-0.77869
36,30,443,0.00144808,-0.455955
358,269,13,0.00144772,-0.974678
60,30,1,0.00144769,-0.91322
60,15,1,0.00144563,-0.91322
717,680,74,0.00144471,-0.603188
72,31,139,0.00144467,-0.643771
141,134,38,0.00144331,-0.683524
36,27,444,0.00144137,-0.442991
93,53,8,0.00144028,-0.871701
14,7,2585,0.00143836,-0.44826
10,5,367,0.00143693,-0.447744
65,38,27,0.00143571,-0.762721
564,548,17,0.00143556,-0.951874
58,36,2,0.00143419,-0.915595
52,44,5,0.00143242,-0.909692
20,14,109,0.00143151,-0.529319
20,2,10,0.00143129,-0.693025
58,29,2,0.0014306,-0.915595
717,676,74,0.00142995,-0.603188
39,33,43,0.00142944,-0.47875
358,283,13,0.00142923,-0.974678
77,41,3,0.00142889,-0.804313
74,58,43,0.0014283,-0.721404
106,77,7,0.00142739,-0.850199
177,133,97,0.00142633,-0.586842
63,35,3,0.00142604,-0.893993
45,3,114,0.00142407,-0.594332
48,38,88,0.00142301,-0.279007
26,17,115,0.00142119,-0.514324
31,4,220,0.00142094,-0.599994
99,84,3,0.00141987,-0.89553
358,353,5,0.00141816,-0.984388
92,83,1,0.00141787,-0.90752
436,421,61,0.00141754,-0.550883
50,46,323,0.00141665,-0.464317
31,15,102,0.00141551,-0.623228
436,399,61,0.00141448,-0.550883
84,78,3,0.0014144,-0.430793
38,28,463,0.00141322,-0.447581
367,354,52,0.00141309,-0.759513
85,42,1,0.00141228,-0.67022
79,72,3,0.00141207,-0.270467
52,28,4,0.00141068,-0.89768
9,3,546,0.00140856,-0.45974
33,26,353,0.0014083,-0.482663
44,42,70,0.00140812,-0.683367
101,66,1,0.00140805,-0.83701
101,77,1,0.00140736,-0.83701
93,65,11,0.00140725,-0.861334
536,520,11,0.00140512,-0.947563
35,25,415,0.001404,-0.510579
37,35,89,0.00140257,-0.687423
717,714,65,0.00140207,-0.649418
84,53,1,0.00140205,-0.91626
358,309,13,0.00140172,-0.974678
106,66,7,0.00140137,-0.850199
52,34,1,0.00140135,-0.85427
18,11,256,0.00140039,-0.433169
50,42,372,0.00139964,-0.447692
109,108,32,0.00139855,-0.464992
436,395,61,0.00139726,-0.550883
100,71,95,0.00139414,-0.481526
45,7,114,0.00139312,-0.594332
254,210,73,0.00139303,-0.620796
76,41,1,0.00139147,-0.85602
534,496,73,0.00139076,-0.606727
45,4,114,0.00138914,-0.594332
268,224,91,0.00138807,-0.556215
93,71,11,0.00138806,-0.861334
715,707,1,0.00138739,-1
358,281,13,0.00138723,-0.974678
358,275,13,0.00138662,-0.974678
358,301,13,0.00138632,-0.974678
561,553,1,0.00138513,-1
358,267,13,0.00138509,-0.974678
360,324,81,0.00138452,-0.442582
93,56,11,0.00138415,-0.861334
232,222,2,0.00138367,-0.83986
534,519,73,0.00138332,-0.606727
40,30,14,0.0013833,-0.508117
60,24,1,0.00138298,-0.91322
77,58,39,0.00138032,-0.416802
19,13,366,0.00137681,-0.630336
33,28,340,0.0013764,-0.486479
367,340,52,0.00137609,-0.759513
66,43,2,0.00137591,-0.854835
354,339,22,0.00137539,-0.697276
745,702,66,0.00137493,-0.555351
74,63,39,0.00137427,-0.865072
331,329,3,0.00137007,-0.817987
358,280,13,0.00136969,-0.974678
80,18,2,0.00136798,-0.936955
46,7,33,0.0013653,-0.635893
27,16,13,0.00136493,-0.611379
60,16,1,0.00136485,-0.91322
86,35,163,0.00136473,-0.789693
717,679,74,0.00136449,-0.603188
72,27,126,0.00136447,-0.652482
77,56,39,0.00136376,-0.416802
79,73,4,0.00136355,-0.420295
46,9,36,0.00136346,-0.639296
46,8,38,0.00136335,-0.644211
77,69,3,0.00136242,-0.804313
106,70,7,0.00136205,-0.850199
358,288,13,0.0013616,-0.974678
381,337,97,0.00136148,-0.709646
10,3,1051,0.00136005,-0.440191
137,133,97,0.0013597,-0.350648
57,46,4,0.0013594,-1
165,154,32,0.00135938,-0.759588
65,0,3,0.00135913,-0.88905
13,5,2608,0.00135704,-0.459564
60,17,1,0.001357,-0.91322
74,60,43,0.00135673,-0.82246
36,29,444,0.00135501,-0.429091
56,29,1,0.00135417,-0.98357
72,56,125,0.00135397,-0.664855
360,359,4,0.00135291,-0.258173
381,380,33,0.00135219,-0.386587
101,70,1,0.00135209,-0.83701
58,22,2,0.00135162,-0.915595
45,1,112,0.00135144,-0.587913
358,197,13,0.00134978,-0.974678
177,132,97,0.00134939,-0.586842
200,190,48,0.00134904,-0.628092
745,703,66,0.00134844,-0.555351
56,36,1,0.00134766,-0.98357
49,18,405,0.00134685,-0.512667
72,28,138,0.00134677,-0.641935
99,66,3,0.00134626,-0.89553
97,66,1,0.00134493,-0.88884
65,37,30,0.0013445,-0.775354
59,1,3,0.00134323,-0.933947
409,392,1,0.00134225,-1
20,12,113,0.00134201,-0.516125
83,71,2,0.00134153,-0.825445
150,146,134,0.00134145,-0.34464
77,49,39,0.00134082,-0.416802
43,37,619,0.00134039,-0.484587
63,30,3,0.00134033,-0.893993
97,84,1,0.00134014,-0.88884
436,398,61,0.0013393,-0.550883
63,31,3,0.00133924,-0.893993
745,718,65,0.00133865,-0.562874
358,311,13,0.00133818,-0.974678
367,337,52,0.00133807,-0.759513
58,15,2,0.00133752,-0.915595
60,14,1,0.0013373,-0.91322
63,37,3,0.00133639,-0.893993
358,310,13,0.00133536,-0.974678
91,71,28,0.00133469,-0.32133
358,298,13,0.0013341,-0.974678
83,65,2,0.0013338,-0.825445
92,80,1,0.00133333,-0.90752
358,198,13,0.0013327,-0.974678
71,60,5,0.00133219,-1
11,4,1263,0.00132958,-0.434179
27,2,17,0.00132947,-0.538246
76,59,1,0.00132926,-0.85602
28,1,399,0.00132851,-0.562635
86,46,5,0.00132809,-0.670578
49,30,486,0.00132798,-0.477003
66,50,2,0.00132786,-0.854835
58,23,2,0.00132744,-0.915595
358,268,13,0.00132709,-0.974678
38,15,89,0.00132623,-0.535777
65,41,3,0.00132497,-0.88905
39,34,41,0.00132458,-0.499944
163,127,133,0.00132373,-0.577139
358,196,13,0.00132311,-0.974678
219,209,4,0.0013221,-0.998285
409,274,1,0.00132121,-1
358,199,13,0.00132088,-0.974678
367,336,52,0.00132008,-0.759513
63,1,3,0.00131998,-0.893993
49,28,478,0.00131898,-0.47586
35,17,412,0.00131778,-0.532168
87,56,15,0.00131723,-0.576246
141,132,2,0.00131685,-0.897065
10,0,1117,0.0013165,-0.436374
49,21,412,0.00131502,-0.491852
268,223,91,0.00131351,-0.556215
241,237,111,0.00131329,-0.41229
18,10,239,0.00131295,-0.469004
254,209,73,0.00131285,-0.620796
60,35,1,0.00131277,-0.91322
358,284,13,0.00131226,-0.974678
200,184,48,0.0013121,-0.628092
88,77,19,0.00131177,-0.510386
358,260,13,0.00131159,-0.974678
32,24,309,0.00131139,-0.490597
60,11,1,0.00131133,-0.91322
34,25,162,0.00131129,-0.566227
358,217,13,0.00131072,-0.974678
358,287,13,0.00131027,-0.974678
87,58,15,0.00130996,-0.576246
358,259,13,0.00130979,-0.974678
93,64,11,0.00130937,-0.861334
87,65,19,0.0013089,-0.51179
534,490,73,0.00130888,-0.606727
358,210,13,0.00130875,-0.974678
358,282,13,0.00130846,-0.974678
745,708,66,0.00130735,-0.555351
358,263,13,0.00130388,-0.974678
381,336,97,0.00130372,-0.709646
100,80,95,0.0013035,-0.481526
63,39,2,0.0013013,-0.909565
86,27,156,0.00130109,-0.792903
436,435,22,0.00130092,-0.396959
358,200,13,0.00130048,-0.974678
12,8,1474,0.00129909,-0.429837
436,430,60,0.00129904,-0.559418
19,2,206,0.00129899,-0.579414
358,206,13,0.00129814,-0.974678
86,0,161,0.00129813,-0.790921
135,84,127,0.00129769,-0.684972
358,182,12,0.00129754,-0.972567
45,0,112,0.00129691,-0.587913
358,207,13,0.00129665,-0.974678
87,57,15,0.00129609,-0.576246
163,118,102,0.00129588,-0.687065
86,37,163,0.00129499,-0.789693
52,27,1,0.00129487,-0.85427
745,704,66,0.00129417,-0.555351
65,1,3,0.00129405,-0.88905
358,192,13,0.00129331,-0.974678
34,18,109,0.00129264,-0.541193
163,136,124,0.00129262,-0.575636
16,10,126,0.0012925,-0.422351
717,702,74,0.00129149,-0.603188
63,0,3,0.00129116,-0.893993
77,50,39,0.00129048,-0.416802
358,277,13,0.00128893,-0.974678
358,211,13,0.00128807,-0.974678
100,64,95,0.00128769,-0.481526
717,673,74,0.00128604,-0.603188
56,22,1,0.001286,-0.98357
358,213,13,0.00128566,-0.974678
77,46,32,0.00128512,-0.406234
227,220,2,0.00128499,-0.69126
20,8,100,0.00128487,-0.494858
62,0,2,0.00128215,-0.870415
358,225,13,0.00128083,-0.974678
56,15,1,0.00128049,-0.98357
410,392,13,0.00127975,-0.955349
86,36,163,0.00127975,-0.789693
77,51,39,0.00127973,-0.416802
360,317,81,0.00127878,-0.442582
74,59,53,0.00127834,-0.726257
358,179,12,0.00127797,-0.972567
358,256,13,0.00127724,-0.974678
358,255,12,0.00127717,-0.972567
20,13,112,0.00127659,-0.532199
106,71,7,0.00127656,-0.850199
84,57,1,0.00127604,-0.91626
26,7,256,0.00127552,-0.535402
52,25,3,0.00127477,-0.91215
93,83,3,0.00127474,-0.833687
65,48,4,0.00127433,-0.916788
10,2,669,0.00127392,-0.404072
45,29,119,0.00127359,-0.599797
136,118,1,0.00127358,-0.78228
358,190,13,0.00127295,-0.974678
553,548,2,0.00127282,-0.92735
358,203,13,0.00127225,-0.974678
358,184,12,0.00127172,-0.972567
38,16,89,0.00127148,-0.526307
358,185,12,0.00127141,-0.972567
106,63,7,0.00126998,-0.850199
26,9,219,0.00126987,-0.573533
49,39,482,0.00126975,-0.496827
46,38,89,0.00126928,-0.573056
18,6,7,0.0012692,-0.734979
200,186,48,0.00126888,-0.628092
52,29,4,0.00126862,-0.89768
409,240,1,0.00126842,-1
409,241,1,0.00126813,-1
358,164,12,0.00126807,-0.972567
358,169,12,0.0012676,-0.972567
40,6,14,0.00126755,-0.508117
21,3,441,0.00126735,-0.591251
358,204,13,0.00126665,-0.974678
181,64,2,0.00126649,-0.954875
256,245,49,0.00126629,-0.793511
58,30,2,0.00126554,-0.915595
358,177,12,0.00126461,-0.972567
84,64,1,0.00126432,-0.91626
56,23,1,0.0012642,-0.98357
436,392,61,0.00126397,-0.550883
100,65,95,0.00126383,-0.481526
336,326,1,0.00126261,-1
93,43,8,0.00126216,-0.871701
360,318,81,0.00126182,-0.442582
381,375,97,0.00126171,-0.709646
358,262,13,0.00126125,-0.974678
358,183,12,0.00126042,-0.972567
358,165,12,0.00125942,-0.972567
360,323,81,0.00125919,-0.442582
60,49,55,0.00125821,-0.646309
86,60,5,0.001258,-0.670578
358,163,12,0.00125765,-0.972567
48,24,60,0.00125592,-0.452249
