DTE1,DTE2,Count,Average,pDelta
238,186,6,5.40335e-05,-0.385878
57,15,4,5.3924e-05,-1
808,689,2,5.38654e-05,-0.051465
134,84,6,5.38015e-05,-0.020275
674,87,39,5.36614e-05,-0.197426
674,81,36,5.36337e-05,-0.176788
216,66,2,5.34752e-05,-0.07731
1003,504,61,5.34169e-05,-0.391603
308,129,2,5.32658e-05,-0.09364
536,466,11,5.32162e-05,-0.947563
809,689,2,5.31513e-05,-0.117965
308,143,2,5.2939e-05,-0.09364
310,303,3,5.29137e-05,-0.990693
674,127,42,5.28357e-05,-0.219114
639,108,71,5.27979e-05,-0.188444
319,32,54,5.27976e-05,-0.148006
79,44,11,5.27963e-05,-0.961146
1003,501,62,5.27949e-05,-0.398217
639,100,70,5.27558e-05,-0.18229
868,830,9,5.27177e-05,-0.340207
218,79,1,5.2562e-05,-0.12217
639,106,70,5.25387e-05,-0.18229
405,358,3,5.24376e-05,-1
1003,478,63,5.22817e-05,-0.404764
137,95,115,5.221e-05,-0.317368
319,31,54,5.21255e-05,-0.148006
216,73,2,5.21159e-05,-0.07731
750,728,2,5.21104e-05,-0.035375
674,136,43,5.20895e-05,-0.226538
134,86,6,5.20474e-05,-0.020275
674,122,41,5.19468e-05,-0.211775
674,185,45,5.19396e-05,-0.241653
308,63,2,5.19033e-05,-0.09364
1003,280,41,5.18859e-05,-0.254318
808,676,1,5.18825e-05,-0.04813
134,85,6,5.18125e-05,-0.020275
639,107,70,5.1765e-05,-0.18229
674,126,41,5.16443e-05,-0.211775
639,93,68,5.15201e-05,-0.170267
808,675,1,5.14924e-05,-0.04813
308,130,2,5.13188e-05,-0.09364
808,674,1,5.11081e-05,-0.04813
319,29,50,5.10767e-05,-0.137782
1003,479,60,5.09833e-05,-0.384904
308,151,2,5.09441e-05,-0.09364
808,688,2,5.08913e-05,-0.051465
808,673,1,5.07295e-05,-0.04813
132,125,3,5.06946e-05,-0.00658333
1003,277,42,5.06205e-05,-0.261006
1003,459,56,5.05363e-05,-0.357676
241,0,7,5.04435e-05,-0.0661514
1003,500,60,5.03807e-05,-0.384904
134,83,6,5.03697e-05,-0.020275
134,79,6,5.0355e-05,-0.020275
674,86,36,5.02868e-05,-0.176788
1003,480,60,5.01404e-05,-0.384904
639,149,72,5.00501e-05,-0.194696
639,147,71,5.00472e-05,-0.188444
308,60,2,4.99206e-05,-0.09364
714,632,2,4.97705e-05,-1
333,18,14,4.97296e-05,-0.116452
639,144,70,4.95604e-05,-0.18229
71,29,5,4.94448e-05,-1
396,378,1,4.93827e-05,-0.01912
289,276,22,4.92997e-05,-0.215253
812,767,17,4.92007e-05,-0.851953
808,681,1,4.91529e-05,-0.04813
134,77,6,4.9143e-05,-0.020275
218,95,1,4.91123e-05,-0.12217
40,26,7,4.90899e-05,-0.127623
134,80,6,4.90427e-05,-0.020275
639,88,66,4.89966e-05,-0.158666
109,77,95,4.89683e-05,-0.279701
639,49,62,4.89039e-05,-0.137001
674,107,37,4.88324e-05,-0.183551
134,76,6,4.87932e-05,-0.020275
319,35,50,4.87228e-05,-0.137782
639,105,67,4.87016e-05,-0.164411
639,52,63,4.85828e-05,-0.142213
1003,329,39,4.85613e-05,-0.241091
639,46,60,4.85518e-05,-0.126981
639,94,67,4.85497e-05,-0.164411
639,92,65,4.85073e-05,-0.153052
750,689,2,4.84728e-05,-0.069005
536,471,4,4.84501e-05,-0.948715
674,178,43,4.84119e-05,-0.226538
714,660,2,4.83979e-05,-1
134,78,6,4.83931e-05,-0.020275
674,88,36,4.83558e-05,-0.176788
674,108,38,4.82234e-05,-0.190419
674,121,38,4.81296e-05,-0.190419
134,73,6,4.80584e-05,-0.020275
808,687,2,4.804e-05,-0.051465
315,266,36,4.80167e-05,-0.466539
1003,462,52,4.79221e-05,-0.33003
405,325,4,4.78224e-05,-1
639,87,64,4.77485e-05,-0.147565
639,101,66,4.77157e-05,-0.158666
808,672,1,4.76827e-05,-0.04813
333,0,5,4.76717e-05,-0.07777
808,686,2,4.76462e-05,-0.051465
319,30,49,4.74973e-05,-0.135237
134,72,6,4.74566e-05,-0.020275
674,85,34,4.70301e-05,-0.163702
218,80,1,4.70275e-05,-0.12217
134,71,6,4.70102e-05,-0.020275
855,836,3,4.69781e-05,-0.0561467
1003,332,38,4.69747e-05,-0.234591
674,196,43,4.67484e-05,-0.226538
218,86,1,4.66914e-05,-0.12217
639,91,65,4.6659e-05,-0.153052
308,66,2,4.66323e-05,-0.09364
134,129,3,4.6631e-05,-0.0257933
241,1,8,4.64537e-05,-0.0696237
812,771,16,4.63965e-05,-0.865353
137,49,68,4.63959e-05,-0.0996187
109,56,92,4.63945e-05,-0.103912
333,21,13,4.63743e-05,-0.1114
639,51,60,4.63211e-05,-0.126981
674,106,36,4.62943e-05,-0.176788
333,46,42,4.62776e-05,-0.192992
333,45,41,4.61223e-05,-0.190987
137,81,86,4.61086e-05,-0.17546
674,120,37,4.57832e-05,-0.183551
639,150,69,4.57438e-05,-0.176228
1003,336,38,4.56975e-05,-0.234591
308,113,2,4.56651e-05,-0.09364
674,91,35,4.54329e-05,-0.170171
639,53,60,4.53016e-05,-0.126981
674,197,43,4.50324e-05,-0.226538
443,423,1,4.5e-05,-0.02651
1003,505,55,4.48115e-05,-0.350805
639,73,62,4.4719e-05,-0.137001
134,70,6,4.47074e-05,-0.020275
639,72,61,4.46884e-05,-0.131923
868,836,7,4.46867e-05,-0.377514
812,784,1,4.46429e-05,-0.78962
639,86,62,4.45572e-05,-0.137001
674,114,36,4.45002e-05,-0.176788
396,381,1,4.44444e-05,-0.01912
179,147,14,4.42269e-05,-0.970714
333,2,8,4.42014e-05,-0.08891
639,50,58,4.4e-05,-0.117555
87,41,4,4.3955e-05,-0.674815
308,150,2,4.38297e-05,-0.09364
361,294,99,4.37325e-05,-0.424346
808,682,2,4.37286e-05,-0.051465
191,147,59,4.35893e-05,-0.334577
333,1,6,4.34896e-05,-0.0813117
674,189,41,4.34536e-05,-0.211775
1003,476,53,4.3416e-05,-0.336992
333,43,37,4.33927e-05,-0.182817
869,842,1,4.33862e-05,-0.30233
639,143,67,4.33279e-05,-0.164411
191,148,58,4.32927e-05,-0.339861
1003,337,36,4.32918e-05,-0.221764
319,7,28,4.32672e-05,-0.0735729
639,56,59,4.31047e-05,-0.122197
241,3,10,4.30841e-05,-0.077287
750,730,2,4.30357e-05,-0.035375
639,85,61,4.29969e-05,-0.131923
197,192,21,4.29517e-05,-0.12924
870,830,17,4.26752e-05,-0.151135
855,830,4,4.26029e-05,-0.0539075
1003,331,36,4.25242e-05,-0.221764
639,71,61,4.24828e-05,-0.131923
409,380,1,4.23192e-05,-1
868,842,7,4.22442e-05,-0.377514
57,10,4,4.21768e-05,-1
715,709,1,4.20419e-05,-1
333,11,9,4.19811e-05,-0.0930133
107,95,6,4.1784e-05,-0.79937
333,49,36,4.17206e-05,-0.180735
1003,512,52,4.16748e-05,-0.33003
851,843,1,4.16666e-05,-0.03803
333,37,14,4.16225e-05,-0.116452
809,662,2,4.16005e-05,-0.117965
639,161,67,4.158e-05,-0.164411
1003,506,52,4.15784e-05,-0.33003
204,57,2,4.15766e-05,-0.024065
241,2,8,4.15509e-05,-0.0696237
674,94,33,4.15317e-05,-0.157343
137,86,97,4.15059e-05,-0.226246
674,93,32,4.14999e-05,-0.151131
319,28,45,4.14392e-05,-0.125388
674,119,34,4.1273e-05,-0.163702
204,50,2,4.11874e-05,-0.024065
204,49,2,4.11114e-05,-0.024065
204,56,2,4.1097e-05,-0.024065
204,58,2,4.10671e-05,-0.024065
191,144,60,4.1036e-05,-0.274749
319,4,33,4.10255e-05,-0.0916788
674,92,32,4.1022e-05,-0.151131
319,22,42,4.09571e-05,-0.11777
639,79,61,4.08971e-05,-0.131923
204,51,2,4.08909e-05,-0.024065
134,66,6,4.08815e-05,-0.020275
204,53,2,4.08593e-05,-0.024065
71,24,5,4.08544e-05,-1
333,38,13,4.08323e-05,-0.1114
74,36,7,4.06228e-05,-0.663177
190,163,1,4.06213e-05,-0.01224
674,186,40,4.05971e-05,-0.204536
354,287,16,4.05864e-05,-0.600258
204,59,2,4.05506e-05,-0.024065
333,44,34,4.03975e-05,-0.176465
319,0,24,4.02829e-05,-0.0589842
204,63,2,4.02646e-05,-0.024065
445,414,11,4.0252e-05,-0.870374
1003,338,35,4.02467e-05,-0.215472
333,3,6,4.02428e-05,-0.0813117
674,109,34,4.02364e-05,-0.163702
156,148,20,4.01415e-05,-0.0481735
639,162,67,4.01172e-05,-0.164411
639,59,57,4.00836e-05,-0.113071
204,42,2,4.00508e-05,-0.024065
639,57,56,4.00215e-05,-0.10874
204,52,2,4.00155e-05,-0.024065
319,1,24,4.00128e-05,-0.0589842
204,44,2,4.00053e-05,-0.024065
204,46,2,3.99638e-05,-0.024065
809,688,2,3.99602e-05,-0.117965
204,43,2,3.99395e-05,-0.024065
1003,473,50,3.99279e-05,-0.316051
200,168,43,3.99061e-05,-0.657649
674,207,41,3.98901e-05,-0.211775
1003,330,35,3.97991e-05,-0.215472
204,45,2,3.97125e-05,-0.024065
639,154,65,3.97099e-05,-0.153052
457,448,9,3.97083e-05,-0.187817
396,375,1,3.96825e-05,-0.01912
639,58,57,3.96778e-05,-0.113071
319,8,26,3.95799e-05,-0.0659327
319,37,47,3.95491e-05,-0.130266
204,39,2,3.94958e-05,-0.024065
319,2,26,3.94642e-05,-0.0659327
308,126,2,3.94406e-05,-0.09364
639,84,58,3.93669e-05,-0.117555
674,95,32,3.93492e-05,-0.151131
204,37,2,3.91989e-05,-0.024065
674,116,33,3.91605e-05,-0.157343
74,18,4,3.91413e-05,-0.632485
204,38,2,3.90858e-05,-0.024065
165,123,27,3.9058e-05,-0.719698
333,16,10,3.9034e-05,-0.097324
204,60,2,3.90231e-05,-0.024065
333,39,13,3.90103e-05,-0.1114
204,36,2,3.89656e-05,-0.024065
855,834,4,3.89364e-05,-0.0539075
750,725,1,3.88572e-05,-0.04289
134,64,6,3.88546e-05,-0.020275
639,74,58,3.87876e-05,-0.117555
308,114,2,3.8742e-05,-0.09364
308,65,2,3.87371e-05,-0.09364
134,69,6,3.87369e-05,-0.020275
204,70,2,3.86931e-05,-0.024065
639,60,56,3.86743e-05,-0.10874
333,22,11,3.86421e-05,-0.101855
746,689,4,3.85842e-05,-0.0536025
1003,463,47,3.85732e-05,-0.295176
315,263,36,3.85387e-05,-0.466539
134,59,6,3.8408e-05,-0.020275
750,721,2,3.83005e-05,-0.035375
351,287,1,3.82883e-05,-1
442,409,1,3.82199e-05,-1
674,99,31,3.80279e-05,-0.145056
333,8,7,3.79974e-05,-0.0849929
674,193,39,3.79842e-05,-0.197426
134,57,6,3.78132e-05,-0.020275
674,115,34,3.7809e-05,-0.163702
204,30,2,3.77862e-05,-0.024065
269,233,37,3.77744e-05,-0.566463
319,36,44,3.76643e-05,-0.122888
134,58,6,3.76359e-05,-0.020275
134,56,6,3.75841e-05,-0.020275
204,29,2,3.75702e-05,-0.024065
319,3,25,3.75448e-05,-0.0623812
808,653,2,3.74447e-05,-0.051465
308,155,2,3.74253e-05,-0.09364
204,28,2,3.73568e-05,-0.024065
333,42,26,3.73181e-05,-0.157955
137,17,33,3.7283e-05,-0.110302
57,51,4,3.72549e-05,-1
639,151,64,3.72479e-05,-0.147565
204,71,2,3.72402e-05,-0.024065
718,648,28,3.72284e-05,-0.715069
190,164,1,3.72208e-05,-0.01224
808,652,2,3.72046e-05,-0.051465
219,172,4,3.71855e-05,-0.286408
162,126,30,3.70998e-05,-0.718345
639,81,58,3.70654e-05,-0.117555
333,36,24,3.70529e-05,-0.152718
204,64,2,3.70348e-05,-0.024065
319,9,26,3.701e-05,-0.0659327
808,651,2,3.69677e-05,-0.051465
134,67,6,3.6948e-05,-0.020275
190,162,1,3.68664e-05,-0.01224
639,80,58,3.68308e-05,-0.117555
134,53,6,3.68168e-05,-0.020275
639,64,56,3.67737e-05,-0.10874
256,224,48,3.67591e-05,-0.798488
319,23,34,3.67582e-05,-0.0948979
1003,472,46,3.67455e-05,-0.288263
134,63,6,3.67389e-05,-0.020275
204,25,2,3.67307e-05,-0.024065
808,666,2,3.67302e-05,-0.051465
134,50,6,3.67002e-05,-0.020275
674,105,32,3.66949e-05,-0.151131
241,7,7,3.66771e-05,-0.0661514
134,52,6,3.66194e-05,-0.020275
674,198,39,3.66142e-05,-0.197426
191,162,20,3.65902e-05,-0.056189
639,70,56,3.65429e-05,-0.10874
134,51,6,3.65328e-05,-0.020275
308,123,2,3.65272e-05,-0.09364
204,24,2,3.65266e-05,-0.024065
204,65,2,3.6467e-05,-0.024065
204,22,2,3.64438e-05,-0.024065
445,388,70,3.6425e-05,-0.500109
134,49,6,3.63838e-05,-0.020275
204,67,2,3.63675e-05,-0.024065
324,288,38,3.63411e-05,-0.547526
204,23,2,3.63248e-05,-0.024065
333,10,9,3.63192e-05,-0.0930133
319,25,31,3.62806e-05,-0.0848784
808,648,2,3.62745e-05,-0.051465
674,113,33,3.62678e-05,-0.157343
308,107,2,3.62417e-05,-0.09364
333,23,10,3.62406e-05,-0.097324
134,60,6,3.61856e-05,-0.020275
319,24,32,3.61669e-05,-0.0883541
1003,513,48,3.61328e-05,-0.302117
137,20,33,3.61288e-05,-0.110302
639,630,7,3.61274e-05,-0.197831
809,679,2,3.60971e-05,-0.117965
204,21,2,3.60885e-05,-0.024065
319,21,27,3.60826e-05,-0.0696644
216,77,2,3.60605e-05,-0.07731
674,191,37,3.60531e-05,-0.183551
674,190,38,3.60092e-05,-0.190419
233,157,13,3.59514e-05,-0.853446
396,379,1,3.59477e-05,-0.01912
1003,470,46,3.58716e-05,-0.288263
639,78,57,3.58584e-05,-0.113071
223,183,48,3.58447e-05,-0.552482
809,665,2,3.58176e-05,-0.117965
809,668,2,3.57873e-05,-0.117965
808,654,2,3.57779e-05,-0.051465
1003,464,46,3.57489e-05,-0.288263
812,777,1,3.57143e-05,-0.78962
333,15,9,3.56993e-05,-0.0930133
204,18,2,3.56601e-05,-0.024065
639,172,65,3.56548e-05,-0.153052
319,18,26,3.5493e-05,-0.0659327
204,17,2,3.54694e-05,-0.024065
1003,471,45,3.54517e-05,-0.2814
333,51,28,3.5404e-05,-0.162874
204,32,5,3.53815e-05,-0.491976
333,17,9,3.5375e-05,-0.0930133
851,840,1,3.53535e-05,-0.03803
109,60,84,3.52884e-05,-0.0783152
204,16,2,3.52807e-05,-0.024065
204,66,2,3.52637e-05,-0.024065
1003,339,33,3.52531e-05,-0.203142
109,59,84,3.52318e-05,-0.0783152
132,127,2,3.52217e-05,-0.007385
319,17,25,3.51655e-05,-0.0623812
134,46,6,3.51434e-05,-0.020275
319,15,25,3.51117e-05,-0.0623812
204,15,2,3.5094e-05,-0.024065
639,158,63,3.50845e-05,-0.142213
191,164,21,3.49339e-05,-0.061009
204,14,2,3.49093e-05,-0.024065
674,192,37,3.48815e-05,-0.183551
333,35,11,3.48298e-05,-0.101855
76,32,3,3.48009e-05,-0.849103
134,45,6,3.47486e-05,-0.020275
319,38,30,3.44509e-05,-0.081275
319,42,37,3.44212e-05,-0.104015
134,44,6,3.43625e-05,-0.020275
808,665,2,3.43542e-05,-0.051465
319,16,25,3.43438e-05,-0.0623812
639,67,55,3.43427e-05,-0.104555
1003,511,45,3.43118e-05,-0.2814
808,667,2,3.4279e-05,-0.051465
674,102,30,3.42425e-05,-0.139152
134,43,6,3.42116e-05,-0.020275
808,660,2,3.42053e-05,-0.051465
204,10,2,3.41896e-05,-0.024065
319,49,27,3.41683e-05,-0.0696644
333,14,9,3.41506e-05,-0.0930133
333,52,13,3.41354e-05,-0.1114
219,178,17,3.41038e-05,-0.728714
809,669,2,3.4082e-05,-0.117965
333,4,6,3.40756e-05,-0.0813117
639,155,62,3.40279e-05,-0.137001
204,72,2,3.40145e-05,-0.024065
204,9,2,3.40142e-05,-0.024065
308,102,2,3.39375e-05,-0.09364
333,9,8,3.38944e-05,-0.08891
674,112,30,3.3883e-05,-0.139152
204,8,2,3.38407e-05,-0.024065
308,120,2,3.382e-05,-0.09364
319,14,24,3.37492e-05,-0.0589842
252,210,1,3.37302e-05,-1
319,43,40,3.37202e-05,-0.112443
809,674,2,3.36966e-05,-0.117965
333,7,6,3.36808e-05,-0.0813117
204,7,2,3.36689e-05,-0.024065
674,199,37,3.366e-05,-0.183551
808,662,2,3.36483e-05,-0.051465
808,659,2,3.3563e-05,-0.051465
639,156,61,3.35428e-05,-0.131923
639,77,55,3.35243e-05,-0.104555
564,529,17,3.34628e-05,-0.951874
333,50,25,3.34551e-05,-0.155376
109,66,95,3.34226e-05,-0.114177
319,39,37,3.3422e-05,-0.104015
319,10,24,3.33479e-05,-0.0589842
808,658,2,3.33393e-05,-0.051465
533,500,1,3.33061e-05,-1
639,163,63,3.32916e-05,-0.142213
204,4,2,3.31639e-05,-0.024065
319,46,27,3.31115e-05,-0.0696644
750,723,2,3.30357e-05,-0.035375
533,527,1,3.30332e-05,-1
204,3,2,3.29989e-05,-0.024065
134,39,6,3.2994e-05,-0.020275
333,29,9,3.29522e-05,-0.0930133
308,122,2,3.29396e-05,-0.09364
1003,457,43,3.29052e-05,-0.267744
109,71,98,3.28635e-05,-0.12786
204,2,2,3.28355e-05,-0.024065
319,44,38,3.27932e-05,-0.106896
639,65,54,3.2793e-05,-0.100524
639,157,61,3.2754e-05,-0.131923
191,143,57,3.2705e-05,-0.244754
1003,340,31,3.26897e-05,-0.191152
204,1,2,3.26738e-05,-0.024065
639,63,53,3.2665e-05,-0.0966638
134,38,6,3.26503e-05,-0.020275
674,100,29,3.25964e-05,-0.133391
71,65,5,3.25327e-05,-1
204,0,2,3.25136e-05,-0.024065
134,65,6,3.25105e-05,-0.020275
333,53,17,3.24945e-05,-0.130086
49,13,4,3.24186e-05,-0.0557925
134,37,6,3.24178e-05,-0.020275
128,88,4,3.23937e-05,-0.2668
809,681,2,3.23441e-05,-0.117965
674,98,28,3.23397e-05,-0.127786
443,420,3,3.23015e-05,-0.0226567
639,66,54,3.22962e-05,-0.100524
1003,508,43,3.22733e-05,-0.279435
204,31,5,3.22724e-05,-0.491976
204,81,2,3.22607e-05,-0.024065
190,182,1,3.22581e-05,-0.01224
218,87,1,3.20922e-05,-0.12217
857,840,1,3.20855e-05,-0.07099
204,73,2,3.20611e-05,-0.024065
333,56,18,3.202e-05,-0.133933
134,35,6,3.19581e-05,-0.020275
674,101,29,3.19013e-05,-0.133391
310,298,28,3.18141e-05,-0.24977
808,661,2,3.17703e-05,-0.051465
134,36,6,3.17679e-05,-0.020275
83,44,2,3.17662e-05,-0.825445
185,164,1,3.1746e-05,-0.00943
239,234,3,3.17338e-05,-1
308,67,2,3.16372e-05,-0.09364
216,84,2,3.15925e-05,-0.07731
639,164,61,3.1512e-05,-0.131923
333,30,9,3.14791e-05,-0.0930133
333,58,18,3.14135e-05,-0.133933
137,84,63,3.13541e-05,-0.0799797
333,57,20,3.12873e-05,-0.140875
750,686,2,3.11663e-05,-0.035375
750,688,2,3.11636e-05,-0.035375
333,63,12,3.10344e-05,-0.106511
333,32,11,3.10228e-05,-0.101855
134,32,6,3.10182e-05,-0.020275
1003,343,31,3.10127e-05,-0.191152
809,676,2,3.08772e-05,-0.117965
190,167,1,3.08555e-05,-0.01224
319,45,27,3.08389e-05,-0.0696644
308,64,2,3.07377e-05,-0.09364
134,31,6,3.07171e-05,-0.020275
674,205,35,3.06132e-05,-0.170171
109,70,90,3.05859e-05,-0.0972748
134,30,6,3.04217e-05,-0.020275
308,121,2,3.04002e-05,-0.09364
1003,514,43,3.03292e-05,-0.267744
869,840,5,3.03225e-05,-0.399178
185,163,1,3.0303e-05,-0.00943
674,206,35,3.01599e-05,-0.170171
134,29,6,3.0132e-05,-0.020275
1003,452,39,3.01212e-05,-0.241091
315,304,36,3.00931e-05,-0.466539
184,176,21,3.00683e-05,-0.0514986
674,211,35,3.00044e-05,-0.170171
333,31,10,2.99688e-05,-0.097324
216,74,2,2.99639e-05,-0.07731
162,134,1,2.99539e-05,-0.0084
197,191,22,2.98711e-05,-0.127264
870,842,14,2.9867e-05,-0.156682
134,28,6,2.98477e-05,-0.020275
808,668,2,2.98383e-05,-0.051465
162,136,1,2.97767e-05,-0.0084
319,50,25,2.97702e-05,-0.0623812
48,20,12,2.96746e-05,-0.0149742
108,99,1,2.96658e-05,-0.72044
185,167,1,2.96296e-05,-0.00943
361,295,102,2.94813e-05,-0.440709
241,8,6,2.94406e-05,-0.062725
333,60,12,2.94121e-05,-0.106511
1003,469,41,2.93198e-05,-0.254318
132,111,3,2.93004e-05,-0.00658333
750,687,2,2.91808e-05,-0.035375
132,126,2,2.91461e-05,-0.007385
109,57,81,2.90939e-05,-0.0716116
44,41,4,2.90712e-05,-0.012695
134,25,6,2.90262e-05,-0.020275
185,162,1,2.89855e-05,-0.00943
48,21,12,2.89818e-05,-0.0149742
134,24,6,2.87623e-05,-0.020275
333,28,8,2.87613e-05,-0.08891
204,77,2,2.87368e-05,-0.024065
405,354,2,2.87328e-05,-1
162,135,1,2.86738e-05,-0.0084
1003,525,40,2.86497e-05,-0.247678
200,158,46,2.85496e-05,-0.61456
134,23,6,2.85032e-05,-0.020275
674,203,34,2.8481e-05,-0.163702
1003,526,38,2.84507e-05,-0.246168
366,353,4,2.84359e-05,-0.16023
1003,465,39,2.833e-05,-0.241091
1003,458,41,2.82583e-05,-0.254318
134,22,6,2.82487e-05,-0.020275
639,171,59,2.80328e-05,-0.122197
134,21,6,2.79987e-05,-0.020275
639,170,60,2.79419e-05,-0.126981
443,417,3,2.79334e-05,-0.0226567
1003,456,38,2.78048e-05,-0.234591
132,115,3,2.7784e-05,-0.00658333
396,380,1,2.77778e-05,-0.01912
308,101,2,2.77778e-05,-0.09364
204,79,2,2.75765e-05,-0.024065
443,430,3,2.75723e-05,-0.0226567
132,114,3,2.75176e-05,-0.00658333
333,24,8,2.74529e-05,-0.08891
333,59,11,2.73969e-05,-0.101855
1003,451,37,2.7353e-05,-0.228146
204,80,2,2.73313e-05,-0.024065
132,106,3,2.72994e-05,-0.00658333
134,18,6,2.72746e-05,-0.020275
639,176,60,2.72395e-05,-0.126981
308,106,2,2.7107e-05,-0.09364
308,108,2,2.70612e-05,-0.09364
134,17,6,2.70415e-05,-0.020275
1003,345,28,2.69638e-05,-0.173851
809,667,2,2.69265e-05,-0.117965
333,322,6,2.69252e-05,-0.85539
639,168,58,2.68288e-05,-0.117555
134,16,6,2.68123e-05,-0.020275
319,51,24,2.65975e-05,-0.0589842
134,15,6,2.6587e-05,-0.020275
674,213,32,2.63977e-05,-0.151131
134,14,6,2.63655e-05,-0.020275
308,156,2,2.63158e-05,-0.09364
132,113,3,2.61589e-05,-0.00658333
296,123,3,2.60889e-05,-0.80501
674,212,32,2.60534e-05,-0.151131
142,98,8,2.58811e-05,-0.92966
870,840,15,2.58467e-05,-0.158134
202,49,1,2.57477e-05,-0.01459
1003,455,37,2.57415e-05,-0.228146
134,11,6,2.57224e-05,-0.020275
132,108,3,2.56378e-05,-0.00658333
132,107,3,2.55318e-05,-0.00658333
202,50,1,2.55183e-05,-0.01459
134,10,6,2.5515e-05,-0.020275
202,57,1,2.54963e-05,-0.01459
561,532,1,2.5474e-05,-1
443,424,3,2.54286e-05,-0.0226567
202,56,1,2.53217e-05,-0.01459
134,9,6,2.53109e-05,-0.020275
132,118,3,2.52887e-05,-0.00658333
202,51,1,2.5286e-05,-0.01459
162,139,1,2.52454e-05,-0.0084
202,53,1,2.52186e-05,-0.01459
1003,536,37,2.51985e-05,-0.228146
150,33,48,2.51871e-05,-0.0802794
1003,351,28,2.51845e-05,-0.173851
150,30,49,2.51371e-05,-0.0814647
333,64,9,2.51282e-05,-0.0930133
134,8,6,2.511e-05,-0.020275
319,57,23,2.50392e-05,-0.0557796
750,648,3,2.5e-05,-0.05851
202,42,1,2.5e-05,-0.01459
1003,350,28,2.49353e-05,-0.173851
202,44,1,2.49329e-05,-0.01459
134,7,6,2.49123e-05,-0.020275
202,46,1,2.4864e-05,-0.01459
861,840,1,2.48448e-05,-0.08066
202,58,1,2.48316e-05,-0.01459
204,78,2,2.48299e-05,-0.024065
204,85,2,2.48288e-05,-0.024065
202,43,1,2.47761e-05,-0.01459
85,2,1,2.47692e-05,-0.86022
241,9,6,2.47577e-05,-0.062725
870,836,13,2.47457e-05,-0.162123
202,45,1,2.47057e-05,-0.01459
1003,507,37,2.4688e-05,-0.239184
202,37,1,2.46097e-05,-0.01459
202,59,1,2.45815e-05,-0.01459
639,178,57,2.45431e-05,-0.113071
202,39,1,2.45399e-05,-0.01459
202,36,1,2.44615e-05,-0.01459
202,38,1,2.43902e-05,-0.01459
252,205,1,2.43796e-05,-1
134,4,6,2.43374e-05,-0.020275
202,35,1,2.4315e-05,-0.01459
202,52,1,2.42424e-05,-0.01459
857,842,1,2.42424e-05,-0.07099
319,53,21,2.42413e-05,-0.0498557
134,3,6,2.41516e-05,-0.020275
191,183,27,2.41253e-05,-0.20194
674,204,32,2.40983e-05,-0.151131
639,177,57,2.40082e-05,-0.113071
202,63,1,2.39808e-05,-0.01459
134,2,6,2.39686e-05,-0.020275
1003,344,26,2.3886e-05,-0.162809
202,32,1,2.38859e-05,-0.01459
134,1,6,2.37884e-05,-0.020275
202,31,1,2.37462e-05,-0.01459
319,56,21,2.37415e-05,-0.0498557
185,126,1,2.37288e-05,-0.00943
185,123,1,2.36559e-05,-0.00943
216,85,2,2.36418e-05,-0.07731
132,105,3,2.36406e-05,-0.00658333
185,137,1,2.36111e-05,-0.00943
202,30,1,2.36082e-05,-0.01459
308,105,2,2.3554e-05,-0.09364
639,169,57,2.35479e-05,-0.113071
809,675,2,2.35199e-05,-0.117965
1003,346,27,2.35191e-05,-0.168283
202,60,1,2.34742e-05,-0.01459
135,122,1,2.34737e-05,-0.76838
202,29,1,2.34717e-05,-0.01459
1003,413,33,2.3439e-05,-0.203142
191,163,17,2.34277e-05,-0.04394
202,28,1,2.33368e-05,-0.01459
443,428,1,2.33334e-05,-0.02651
134,0,6,2.31619e-05,-0.020275
137,21,18,2.30279e-05,-0.0875005
185,127,1,2.29885e-05,-0.00943
308,87,2,2.29734e-05,-0.09364
202,25,1,2.29413e-05,-0.01459
233,192,13,2.29254e-05,-0.853446
202,22,1,2.28956e-05,-0.01459
202,24,1,2.28124e-05,-0.01459
202,21,1,2.27691e-05,-0.01459
202,23,1,2.26849e-05,-0.01459
146,128,3,2.26404e-05,-0.75711
219,175,27,2.25165e-05,-0.830007
308,70,2,2.2489e-05,-0.09364
109,72,92,2.24879e-05,-0.108428
132,112,3,2.2426e-05,-0.00658333
354,288,22,2.24014e-05,-0.697276
202,18,1,2.23979e-05,-0.01459
427,381,1,2.23061e-05,-1
202,17,1,2.22768e-05,-0.01459
157,139,1,2.22222e-05,-0.00752
1003,518,35,2.21708e-05,-0.226252
1003,416,32,2.21694e-05,-0.207469
202,16,1,2.21571e-05,-0.01459
869,830,8,2.21208e-05,-0.419105
219,171,4,2.21043e-05,-0.286408
202,70,1,2.20386e-05,-0.01459
202,15,1,2.20386e-05,-0.01459
809,672,2,2.20048e-05,-0.117965
319,58,21,2.19382e-05,-0.0498557
202,14,1,2.19213e-05,-0.01459
212,207,5,2.1918e-05,-0.11744
870,841,7,2.18985e-05,-0.224173
185,121,1,2.1875e-05,-0.00943
445,380,70,2.17673e-05,-0.499552
212,206,4,2.17607e-05,-0.110968
132,101,9,2.16476e-05,-0.227096
1003,410,31,2.15717e-05,-0.191152
132,91,27,2.15535e-05,-0.389
204,87,2,2.15399e-05,-0.024065
202,10,1,2.14646e-05,-0.01459
1003,450,34,2.14185e-05,-0.20926
204,35,5,2.13574e-05,-0.491976
204,86,2,2.13574e-05,-0.024065
